TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,TOTFZ,MEANPOT,EPSZ,MEANSHR,SHRGT45,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,TOTFY,MEANJZD,MEANALP,TOTFX,EPSY,EPSX,R_VALUE,CRVAL1,CRLN_OBS,CRLT_OBS,CRVAL2,HC_ANGLE,SPEI,LAT_MIN,LON_MIN,LAT_MAX,LON_MAX,DateTime,IS_TMFI
21.79019531,120180821.0,1.19e+21,616900000000.0,0.497265979,98617783785.0,2.92e+20,-9.24e+22,1507.925729,-0.578940087,25.87565664,5.536912752,29.32961718,109.6883461,107.8607765,42.40152919,-0.000834339,2.48e+22,0.168320874,-0.005241045,4.8e+22,-0.155200929,-0.30094056,0.0,73.061493,103.094742,3.343602,16.20145,32.43216918,True,15.013788,-32.290863,16.589668,-28.563232,2010-07-05 14:48:00,True
22.33251033,128013809.1,1.34e+21,611244000000.0,0.705454272,147086000000.0,3.09e+20,-9.78e+22,1620.03385,-0.575090785,26.09950053,7.073954984,29.29284203,113.4483729,111.1339532,42.89785095,-0.001134171,2.99e+22,0.434980695,-0.006997396,5e+22,-0.176092426,-0.294226935,0.0,73.06282,102.984016,3.343954,16.20145,32.33012076,True,14.984733,-32.214149,16.615324,-28.417559,2010-07-05 15:00:00,True
23.83619826,133338286.9,1.41e+21,635295000000.0,1.780677897,88635270494.0,3.15e+20,-1.01e+23,1703.672186,-0.56973459,25.98322421,7.234726688,29.87147699,116.4346418,113.5964288,45.72915839,-0.002862826,2.8e+22,-0.262127954,-0.017015091,5.35e+22,-0.158173216,-0.302067358,0.0,73.064163,102.87326,3.344326,16.20145,32.22808225,True,14.986795,-32.138866,16.617525,-28.304607,2010-07-05 15:12:00,True
22.3430467,133606369.4,1.32e+21,591530000000.0,0.014110094,259256000000.0,3.09e+20,-1.02e+23,1699.759335,-0.574811588,24.47177527,3.595890411,28.93760077,118.7488946,116.5587001,47.05336774,-2.42e-05,2.91e+22,-0.816619184,-0.000134123,5.43e+22,-0.163724565,-0.306189305,0.0,73.065468,102.762466,3.344719,16.20145,32.12609562,True,14.95786,-32.069679,16.68491,-28.165649,2010-07-05 15:24:00,True
24.47093189,138721858.9,1.4e+21,644893000000.0,0.118874065,119553000000.0,3.22e+20,-1.08e+23,1720.772769,-0.58722219,25.57533505,6.688417618,28.85882811,122.205196,119.4928212,47.58500727,-0.000193922,2.96e+22,-0.213103943,-0.001079778,5.56e+22,-0.160559488,-0.301879029,0.0,73.066734,102.651634,3.345134,16.20145,32.0241619,True,14.951745,-31.994654,16.689732,-28.031242,2010-07-05 15:36:00,True
22.01881416,137151384.8,1.34e+21,572870000000.0,1.611961499,271242000000.0,3.06e+20,-1.05e+23,1765.432769,-0.574797194,25.36384228,5.594405594,29.42711471,123.4135977,119.6209316,50.01758947,0.002818115,2.8e+22,-0.695844911,0.014926563,5.63e+22,-0.153893123,-0.308847922,0.0,73.067924,102.540771,3.345572,16.20145,31.92232112,True,14.925653,-31.880869,16.694925,-27.912643,2010-07-05 15:48:00,True
22.42713203,140811616.2,1.31e+21,589740000000.0,2.781321729,344184000000.0,3.1e+20,-1.07e+23,1683.001916,-0.569666308,24.54150644,5.119453925,29.91815253,125.0016616,122.2769318,48.92920508,0.004746283,2.82e+22,-0.736798728,0.025167229,5.63e+22,-0.150910281,-0.300877022,0.0,73.069077,102.429878,3.346035,16.20145,31.82053851,True,14.929223,-31.768835,16.699707,-27.783243,2010-07-05 16:00:00,True
24.39168611,143789250.7,1.25e+21,611307000000.0,1.779570174,197744000000.0,3.13e+20,-1.12e+23,1661.891566,-0.585950456,23.32042822,4.401408451,29.35006966,131.408263,128.1905853,51.54255285,0.003133046,2.78e+22,-0.640446788,0.015607347,5.74e+22,-0.145551735,-0.300499345,0.0,73.070267,102.318962,3.346524,16.20145,31.71875348,True,14.932077,-31.65876,16.702648,-27.672909,2010-07-05 16:12:00,True
22.19464428,144604981.5,1.28e+21,547381000000.0,1.006945652,125788000000.0,3.13e+20,-1.13e+23,1702.376353,-0.5870669,23.76956572,4.432624113,29.36683386,130.1239004,127.5334035,50.20149217,0.001785365,2.59e+22,-0.247869876,0.00877521,5.68e+22,-0.13506757,-0.295996407,0.0,73.071411,102.208008,3.347039,16.20145,31.61702818,True,14.909772,-31.562256,16.705225,-27.505632,2010-07-05 16:24:00,True
22.63068937,151482563.0,1.29e+21,554761000000.0,0.586353024,236475000000.0,3.28e+20,-1.18e+23,1646.626519,-0.587958204,23.171443,2.533783784,29.15718965,127.3502147,124.4648594,49.25220056,-0.000990461,2.86e+22,-0.734856626,-0.004875144,6.03e+22,-0.142321884,-0.299763678,0.0,73.072533,102.097031,3.347583,16.20145,31.51535383,True,14.881719,-31.487839,16.712851,-27.358528,2010-07-05 16:36:00,True
23.31817206,156180838.9,1.3e+21,564900000000.0,1.42328947,213908000000.0,3.31e+20,-1.23e+23,1665.419112,-0.594585399,22.77262364,2.389078498,29.02269518,130.931021,127.525174,51.63429791,-0.002428822,2.91e+22,-0.671542463,-0.011430039,6.14e+22,-0.14033218,-0.29606975,0.0,73.073631,101.986031,3.348156,16.20145,31.41373274,True,14.853828,-31.376608,16.717319,-27.220858,2010-07-05 16:48:00,True
25.79706943,172889305.6,1.44e+21,637864000000.0,2.411882376,282478000000.0,3.68e+20,-1.37e+23,1660.024986,-0.597211052,23.18180768,1.374045802,28.71998972,128.1417816,124.3917049,51.69132777,-0.003682263,3.07e+22,-0.793398123,-0.017468503,6.86e+22,-0.133506789,-0.298988238,0.0,73.074608,101.875008,3.348758,16.20145,31.31225307,True,14.851528,-31.498413,16.801397,-27.109007,2010-07-05 17:00:00,True
24.65634192,169803017.1,1.34e+21,592304000000.0,4.389430839,368380000000.0,3.55e+20,-1.38e+23,1638.67318,-0.612955918,22.63084231,1.954397394,28.56811362,125.7987437,123.8272335,48.95346951,-0.00714891,2.81e+22,-0.486156394,-0.03205312,6.56e+22,-0.124441307,-0.291087494,0.0,73.075668,101.763969,3.349391,16.20145,31.21073645,True,14.857029,-31.423441,16.807049,-26.997349,2010-07-05 17:12:00,True
22.94721279,171815638.1,1.3e+21,524570000000.0,1.745679605,266590000000.0,3.47e+20,-1.38e+23,1676.874344,-0.606799432,22.52162212,1.202749141,28.8625068,123.8088116,122.2312651,47.46183835,-0.002999449,3.1e+22,-0.842706481,-0.012646495,6.61e+22,-0.135731811,-0.289503401,0.0,73.076706,101.652908,3.350056,16.20145,31.10927254,True,14.83567,-31.313221,16.812885,-26.865366,2010-07-05 17:24:00,True
25.13535538,178360192.5,1.3e+21,567313000000.0,2.480683586,321518000000.0,3.57e+20,-1.44e+23,1677.649975,-0.607898155,21.71927004,1.202749141,28.58911061,127.5756172,125.9006986,49.77113918,-0.004262343,3.06e+22,-1.01634256,-0.017299952,6.91e+22,-0.129126853,-0.291596746,0.0,73.077728,101.541832,3.350752,16.20145,31.00786313,True,14.834682,-31.201914,16.845402,-26.754574,2010-07-05 17:36:00,True
24.42497668,178200403.8,1.34e+21,551570000000.0,0.76692533,220265000000.0,3.55e+20,-1.45e+23,1734.699793,-0.613852515,23.0627409,3.608247423,28.43055813,125.5017217,124.0648809,48.92372866,-0.001317741,3.16e+22,-0.696279784,-0.005333479,6.75e+22,-0.133333068,-0.285326924,0.0,73.078743,101.43074,3.351481,16.20145,30.90649895,True,14.839071,-31.110521,16.852026,-26.647554,2010-07-05 17:48:00,True
24.47271038,179690405.5,1.26e+21,535515000000.0,0.785040113,404061000000.0,3.51e+20,-1.48e+23,1696.35196,-0.620684944,21.11986138,1.967799642,28.25415953,131.7381978,131.0585208,50.86662213,-0.001404365,2.88e+22,-1.329837405,-0.00539136,6.62e+22,-0.120522892,-0.277243855,0.0,73.079689,101.319641,3.352242,16.20145,30.80524486,True,14.821903,-30.999058,16.856989,-26.50559,2010-07-05 18:00:00,False
23.96614066,178245250.9,1.2e+21,509997000000.0,2.750677593,242761000000.0,3.4e+20,-1.46e+23,1702.194588,-0.618336454,21.07084173,1.688555347,28.37115929,137.2401145,136.8100576,54.39086647,-0.005160746,2.82e+22,-0.642633345,-0.019071414,6.29e+22,-0.118959114,-0.265882053,0.0,73.080627,101.208527,3.353038,16.20145,30.70403801,True,14.843217,-30.887762,16.857498,-26.399235,2010-07-05 18:12:00,False
24.59674123,178239978.3,1.32e+21,519265000000.0,3.306506794,213464000000.0,3.33e+20,-1.45e+23,1948.331338,-0.61173934,22.23373389,2.941176471,28.26309821,144.1491359,143.2226507,56.21058259,-0.006483347,3.06e+22,-0.770054764,-0.023019691,6.36e+22,-0.129177111,-0.268684338,0.0,73.081604,101.097404,3.353866,16.20145,30.60284319,True,14.822929,-30.777531,16.861376,-26.262802,2010-07-05 18:24:00,True
23.79771652,177064717.6,1.41e+21,515455000000.0,2.530030235,383369000000.0,3.34e+20,-1.42e+23,2003.08408,-0.602741221,22.95758476,3.58490566,28.92083412,143.57458,141.362823,56.07121926,-0.004773642,2.89e+22,-1.33079067,-0.017830366,6.48e+22,-0.122934084,-0.275454093,0.0,73.082581,100.986282,3.354728,16.20145,30.50170431,True,14.823735,-30.661821,16.865376,-26.152966,2010-07-05 18:36:00,True
25.31936079,171070149.1,1.27e+21,534082000000.0,1.678946272,434565000000.0,3.22e+20,-1.39e+23,1904.489727,-0.610136685,22.00870642,1.984126984,28.82714034,144.6910307,142.5374639,56.32987548,-0.003331243,2.99e+22,-1.586329061,-0.012190733,6.1e+22,-0.13177912,-0.268361085,0.0,73.083557,100.87516,3.355624,16.20145,30.40062189,True,14.826446,-30.550043,16.869251,-26.027905,2010-07-05 18:48:00,True
23.6532645,159484218.1,1.17e+21,530022000000.0,0.00458318,306786000000.0,3.12e+20,-1.31e+23,1772.240985,-0.616690454,22.00476194,1.603206413,28.36343583,132.8545157,130.6513317,53.83713191,-9.18e-06,2.92e+22,-1.131110793,-3.56e-05,5.77e+22,-0.137728458,-0.27245765,0.0,73.08448,100.76403,3.356554,16.20145,30.29963597,True,14.828176,-30.440186,16.873144,-25.918419,2010-07-05 19:00:00,True
20.28202461,148722324.0,1.03e+21,438126000000.0,0.512281066,111380000000.0,2.81e+20,-1.22e+23,1792.087342,-0.618632399,21.31742802,0.696055684,28.52655869,135.7516605,135.3262526,55.39851276,-0.001188587,3.09e+22,-0.475446302,-0.00425612,4.81e+22,-0.15662764,-0.243387422,0.0,73.085411,100.652908,3.357518,16.20145,30.19870664,True,14.806935,-30.324389,16.878206,-25.804081,2010-07-05 19:12:00,True
20.5193158,149154408.1,9.56e+20,443545000000.0,2.545763497,223914000000.0,2.82e+20,-1.21e+23,1614.432326,-0.610916608,21.03000358,2.01793722,29.19751107,132.4983329,133.6280663,53.72980742,-0.00570799,2.88e+22,-0.857745069,-0.021190387,4.82e+22,-0.145236801,-0.243269312,0.0,73.086388,100.541786,3.358515,16.20145,30.09779362,True,14.811443,-30.198214,16.882875,-25.693758,2010-07-05 19:24:00,True
21.59152172,143323703.9,9.46e+20,437933000000.0,1.790390408,296771000000.0,2.69e+20,-1.19e+23,1749.574042,-0.627480377,20.6701594,0.737100737,27.73258462,134.5034324,134.8781832,53.49816528,-0.004398994,2.78e+22,-1.341514667,-0.015351257,4.75e+22,-0.14586174,-0.249729102,0.0,73.087372,100.430672,3.359545,16.20145,29.99693965,True,14.815051,-30.088768,16.886642,-25.57069,2010-07-05 19:36:00,True
23.00049449,143401911.4,9.44e+20,476639000000.0,2.533097145,187154000000.0,2.7e+20,-1.2e+23,1696.999989,-0.628602113,21.55593486,2.625298329,27.71513043,133.030127,134.8613797,51.50926602,-0.006045578,2.67e+22,-0.82177303,-0.021692615,4.74e+22,-0.140119838,-0.248924533,0.0,73.088364,100.319565,3.360607,16.20145,29.89614393,True,14.817926,-29.973747,16.890661,-25.461353,2010-07-05 19:48:00,True
23.96361926,146368583.4,1.04e+21,492096000000.0,0.073570738,400494000000.0,2.76e+20,-1.2e+23,1817.93546,-0.61870022,21.79780619,2.325581395,28.16870835,132.2625919,134.2679717,52.58715087,-0.000171095,2.83e+22,-1.713533484,-0.000621042,4.82e+22,-0.14538013,-0.248144738,0.0,73.089371,100.208473,3.361702,16.20145,29.79540753,True,14.820898,-29.862738,16.894777,-25.350782,2010-07-05 20:00:00,True
25.01119662,154231389.6,1.15e+21,527404000000.0,1.30691262,387546000000.0,2.9e+20,-1.25e+23,1918.109476,-0.609477135,22.32828822,2.2172949,28.54985715,137.008048,137.653879,54.80601893,-0.002897811,2.66e+22,-1.580919542,-0.010529772,5.22e+22,-0.129821242,-0.254844546,0.0,73.09034,100.097389,3.362829,16.20145,29.69477256,True,14.822576,-29.747902,16.898569,-25.237465,2010-07-05 20:12:00,True
22.89189687,149813115.4,1.07e+21,491799000000.0,1.80067212,186552000000.0,2.79e+20,-1.2e+23,1799.677264,-0.601220206,22.78330431,3.786191537,29.62990037,132.8962415,131.9933874,55.03130408,-0.004010406,2.94e+22,-0.764390714,-0.015012871,5.25e+22,-0.147678314,-0.263753839,0.0,73.091324,99.98632,3.363987,16.20145,29.59419883,True,14.804154,-29.638674,16.902697,-25.128649,2010-07-05 20:24:00,True
25.9103108,154926798.8,1.19e+21,563278000000.0,2.678110632,358986000000.0,2.91e+20,-1.25e+23,1949.904912,-0.606186937,23.06312195,3.904555315,29.2502836,136.6166534,136.6875133,57.03522449,-0.005809351,2.93e+22,-1.43263077,-0.021524639,5.16e+22,-0.142472206,-0.250683621,0.0,73.092377,99.875275,3.365175,16.20145,29.49364723,True,14.806596,-29.52812,16.905308,-25.022705,2010-07-05 20:36:00,True
27.85757671,156610021.9,1.15e+21,604980000000.0,5.118433179,307555000000.0,3.04e+20,-1.27e+23,1729.865947,-0.611412237,22.38125588,1.996007984,29.20571952,126.8456402,128.4545301,50.4624014,-0.010216433,2.75e+22,-1.096362008,-0.040564005,5.4e+22,-0.132367963,-0.259717672,0.0,73.093445,99.764244,3.366393,16.20145,29.39315769,True,14.807802,-29.419125,16.909586,-24.899591,2010-07-05 20:48:00,True
27.07580729,154805764.2,1.24e+21,615640000000.0,5.890616173,476437000000.0,3.1e+20,-1.24e+23,1750.992384,-0.604248755,23.78857573,7.142857143,29.61586699,127.4118073,128.5104541,49.89529433,-0.011072587,3.27e+22,0.509499392,-0.047438602,5.1e+22,-0.159028785,-0.248126062,0.0,73.094536,99.653236,3.367639,16.20145,29.29273256,True,14.811452,-29.309505,16.913343,-24.790331,2010-07-05 21:00:00,True
28.95782542,161385564.8,1.28e+21,673698000000.0,4.925011424,357027000000.0,3.37e+20,-1.31e+23,1619.179959,-0.612870348,23.8068034,3.182579564,29.22172476,122.7847011,123.4866626,45.42694802,-0.0082496,3.16e+22,-0.151987043,-0.037841914,5.44e+22,-0.14744587,-0.253867987,0.0,73.095612,99.542259,3.368912,16.20145,29.19241386,True,14.816813,-29.195715,16.919853,-24.681934,2010-07-05 21:12:00,True
26.59258649,155525944.4,1.31e+21,640385000000.0,3.302280925,110561000000.0,3.23e+20,-1.25e+23,1728.85131,-0.605492148,24.68306044,5.263157895,29.24150444,126.6533647,126.952035,49.62916352,-0.005793475,2.66e+22,0.023198448,-0.026450445,5.56e+22,-0.128901994,-0.269285447,0.0,73.096695,99.431297,3.370212,16.20145,29.09216836,True,14.803525,-29.086765,16.89629,-24.549416,2010-07-05 21:24:00,True
28.59772064,166380590.5,1.4e+21,711725000000.0,3.838288756,320148000000.0,3.59e+20,-1.32e+23,1568.494635,-0.598440356,25.24451321,6.567164179,29.81280621,124.003896,123.8518042,47.36658965,-0.005728789,3.28e+22,-0.879049516,-0.028864799,5.82e+22,-0.148455324,-0.263392116,0.0,73.09787,99.320366,3.371538,16.20145,28.99193579,True,14.777992,-28.979818,16.90114,-24.412066,2010-07-05 21:36:00,True
28.30946355,166302708.0,1.48e+21,733534000000.0,3.104428268,342134000000.0,3.66e+20,-1.3e+23,1586.758276,-0.59006852,25.97182066,8.987161198,29.95015409,120.1219312,119.6111282,47.57299154,-0.004428571,3.21e+22,-0.897863284,-0.023479912,5.86e+22,-0.145484813,-0.265499336,0.0,73.099068,99.209465,3.372888,16.20145,28.89177819,True,14.77214,-28.870987,16.904848,-24.276913,2010-07-05 21:48:00,True
26.53645315,162057951.6,1.35e+21,675539000000.0,4.024933792,198845000000.0,3.54e+20,-1.29e+23,1505.959619,-0.600940547,24.71744081,4.740740741,30.37864869,119.494957,119.601932,45.87207531,-0.005962865,2.98e+22,-0.541924634,-0.031027243,5.75e+22,-0.138570261,-0.267008409,0.0,73.100296,99.098595,3.37426,16.20145,28.79169177,True,14.775189,-28.757917,16.907064,-24.142542,2010-07-05 22:00:00,True
25.18969093,161383602.7,1.29e+21,661913000000.0,4.344244337,248041000000.0,3.54e+20,-1.27e+23,1407.269076,-0.593189658,24.87483885,6.811594203,30.68927688,110.7959735,111.1947047,44.5343079,-0.006296006,3.05e+22,-0.267510272,-0.033792269,5.78e+22,-0.142204327,-0.269704256,0.0,73.101555,98.987755,3.375654,16.20145,28.69167549,True,14.758373,-28.649977,16.911404,-24.035107,2010-07-05 22:12:00,True
26.23907752,165785938.7,1.32e+21,640051000000.0,4.017614943,150332000000.0,3.55e+20,-1.35e+23,1511.749827,-0.61246205,24.16477317,4.732824427,29.68226639,118.5375721,118.0121378,47.77184476,-0.006133763,2.95e+22,-0.311134015,-0.030058071,5.91e+22,-0.133788881,-0.268328645,0.0,73.102745,98.876945,3.377069,16.20145,28.59181909,True,14.754448,-28.536146,16.893394,-23.922913,2010-07-05 22:24:00,True
26.58781286,168407988.2,1.32e+21,633142000000.0,5.924480443,308312000000.0,3.6e+20,-1.35e+23,1509.935311,-0.605797009,23.58571368,5.167173252,29.32170107,122.0101584,122.6468027,46.98182194,-0.00900377,3.15e+22,0.019710961,-0.043815415,5.88e+22,-0.140987695,-0.263031982,0.0,73.104073,98.766174,3.378502,16.20145,28.49194911,True,14.758589,-28.428682,16.892792,-23.792875,2010-07-05 22:36:00,True
26.80964115,172153258.4,1.33e+21,646228000000.0,6.786573356,431198000000.0,3.66e+20,-1.4e+23,1532.239019,-0.610792768,23.15513945,3.816793893,29.12669483,124.6821897,125.5378551,48.08242669,-0.010361181,2.92e+22,0.05915701,-0.048946949,6.24e+22,-0.127914916,-0.272856419,2.184414127,73.105438,98.655441,3.379952,16.20145,28.3921554,True,14.761999,-28.314432,16.895336,-23.68412,2010-07-05 22:48:00,True
25.63680443,173795448.0,1.27e+21,604128000000.0,4.115976296,189718000000.0,3.55e+20,-1.38e+23,1549.402142,-0.598900179,22.76756705,3.565640194,29.24599186,132.0885058,132.1643936,52.71765887,-0.00667095,3.14e+22,-0.200073286,-0.02962396,6.18e+22,-0.136079493,-0.267810738,0.0,73.10685,98.544746,3.381418,16.20145,28.29243036,True,14.736783,-28.205753,16.898664,-23.575985,2010-07-05 23:00:00,True
27.31377016,172782255.8,1.31e+21,608987000000.0,4.530495464,196334000000.0,3.44e+20,-1.38e+23,1691.065196,-0.60137615,22.96164626,2.229845626,29.33464454,134.2916026,134.1139468,54.17186019,-0.007771004,3.14e+22,-0.619462854,-0.032747881,6.32e+22,-0.13684977,-0.275334229,0.0,73.108292,98.43409,3.382898,16.20145,28.19279156,True,14.741022,-28.091612,16.902109,-23.448753,2010-07-05 23:12:00,True
26.00542248,167593775.3,1.31e+21,575360000000.0,6.213920629,247219000000.0,3.32e+20,-1.33e+23,1757.152698,-0.599217704,23.18930453,3.392857143,29.47594649,136.4051825,135.4489711,55.05832036,-0.011096287,2.96e+22,0.181857409,-0.046369266,6.03e+22,-0.132888661,-0.270774689,0.0,73.109718,98.323471,3.38439,16.20145,28.09327947,True,14.716643,-27.969368,16.881622,-23.343378,2010-07-05 23:24:00,True
23.83152282,161518232.2,1.14e+21,521742000000.0,7.244832808,402169000000.0,3.18e+20,-1.28e+23,1597.085174,-0.596973093,22.44840378,2.416356877,29.60688378,131.1480518,132.1658633,51.22466565,-0.013466232,2.57e+22,0.256536724,-0.0561745,5.79e+22,-0.119756208,-0.269823561,2.177068953,73.111198,98.212898,3.385893,16.20145,27.9938415,True,14.72067,-27.856682,16.883898,-23.236071,2010-07-05 23:36:00,True
24.23417571,166475057.9,1.24e+21,566640000000.0,5.479161324,260518000000.0,3.37e+20,-1.33e+23,1557.791997,-0.60297322,23.39376897,3.67278798,30.16294686,128.7934371,129.3318802,49.03795157,-0.009147181,2.8e+22,-0.231560265,-0.041064699,6.07e+22,-0.126864117,-0.274520385,0.0,73.112762,98.102364,3.387405,16.20145,27.89444681,True,14.725646,-27.744432,16.888048,-23.12911,2010-07-05 23:48:00,True
23.81282895,155151639.2,1.17e+21,521100000000.0,6.514448808,308996000000.0,3.06e+20,-1.25e+23,1713.4974,-0.604389861,22.69970705,3.294573643,29.53749878,136.4031796,135.7514636,52.99991761,-0.012624901,2.49e+22,-0.38207381,-0.052340925,5.75e+22,-0.120756711,-0.278874392,0.0,73.114357,97.991859,3.388924,16.20145,27.79513511,True,14.730055,-27.63228,16.865047,-23.002626,2010-07-06 00:00:00,True
23.06237861,155693944.8,1.1e+21,544701000000.0,6.28856196,407453000000.0,3.22e+20,-1.26e+23,1447.489869,-0.606964252,22.50923609,1.748251748,29.54485423,130.4194912,129.957878,51.52144322,-0.011013243,2.44e+22,0.422725984,-0.050293138,5.68e+22,-0.118086905,-0.274503326,0.0,73.116013,97.881409,3.39045,16.20145,27.6959038,True,14.733159,-27.504539,16.866419,-22.896784,2010-07-06 00:12:00,True
20.99777911,143417611.5,9.89e+20,448397000000.0,3.308915748,116733000000.0,2.86e+20,-1.19e+23,1571.47905,-0.624927111,21.41718806,1.054852321,28.39332984,135.9026762,135.9051878,51.70976087,-0.006980835,2.2e+22,-0.17232438,-0.028397449,5.3e+22,-0.115347555,-0.278119225,0.0,73.117706,97.771004,3.391978,16.20145,27.59676828,True,14.736237,-27.386019,16.868713,-22.788368,2010-07-06 00:24:00,False
22.89743358,152640971.2,1.14e+21,516638000000.0,4.166757748,196789000000.0,3.14e+20,-1.26e+23,1610.440924,-0.620552533,22.71341698,2.255639098,28.44135006,132.1589077,131.8571129,49.27377604,-0.007832251,2.19e+22,-0.393973014,-0.033689457,5.63e+22,-0.108251858,-0.277573391,0.0,73.119339,97.660637,3.393509,16.20145,27.49780804,True,14.71234,-27.272076,16.847748,-22.684189,2010-07-06 00:36:00,False
